invoice_id,date,customer_id,product_id,quantity,unit_price
INV107569,2024-07-12,12471,P011,19,0.82
INV107569,2024-10-11,12717,P010,23,1.99
INV107570,2025-03-31,12421,P003,-19,4.47
INV107570,2025-09-29,12086,P006,26,0.54
INV107571,2024-01-02,12041,P011,20,0.88
INV107572,2025-08-04,12008,P013,8,0.88
INV107573,2024-11-03,12695,P008,8,2.89
INV107574,2024-07-20,12475,P014,22,1.91
INV107575,2024-10-27,12010,P015,15,1.69
INV107576,2024-08-08,12144,P008,1,2.9
INV107577,2024-01-15,12362,P003,13,4.53
INV107578,2024-11-23,12687,P011,17,0.84
INV107579,2024-11-17,12476,P002,7,2.85
INV107580,2024-01-13,12386,P007,11,5.06
INV107581,2025-06-08,12094,P002,17,2.91
INV107582,2024-03-19,12562,P009,8,2.98
INV107583,2024-08-27,12476,P014,5,1.86
INV107584,2025-08-16,12799,P015,10,1.7
INV107585,2025-07-17,12557,P014,29,1.93
INV107586,2024-05-25,12517,P011,19,0.86
INV107587,2024-03-12,12501,P013,9,0.81
INV107588,2025-11-27,12705,P013,18,0.89
INV107589,2025-12-24,12322,P002,4,3.03
INV107590,2024-12-19,12075,P004,28,1.73
INV107591,2024-09-24,12323,P004,17,1.6
INV107592,2025-08-25,12720,P003,15,4.63
INV107593,2024-06-21,12393,P002,18,2.95
INV107594,2024-06-08,12688,P004,14,1.71
INV107595,2025-09-12,12223,P008,13,3.0
INV107596,2025-12-07,12452,P001,13,12.16
INV107597,2025-03-11,12729,P005,26,4.96
INV107598,2024-11-22,12361,P001,22,12.22
INV107599,2025-11-07,12217,P006,6,0.57
INV107600,2024-02-06,12495,P013,2,0.84
INV107601,2024-06-27,12521,P010,9,1.86
INV107602,2024-04-30,12173,P013,19,0.85
INV107603,2024-12-30,12697,P012,5,1.57
INV107604,2025-04-16,12594,P003,10,4.49
INV107605,2025-08-20,12054,P007,2,5.15
INV107606,2025-09-13,12445,P011,12,0.83
INV107607,2024-08-27,12781,P001,13,12.66
INV107608,2024-11-22,12310,P014,18,1.91
INV107609,2025-12-17,12632,P007,21,5.09
INV107610,2025-01-06,12683,P013,14,0.88
INV107611,2025-12-10,12622,P008,26,3.06
INV107612,2024-04-26,12399,P006,15,0.54
INV107613,2024-04-14,12460,P002,5,2.96
INV107614,2025-12-31,12591,P013,1,0.88
INV107615,2025-10-20,12776,P009,21,2.91
INV107616,2024-07-21,12165,P008,7,2.95
INV107616,2024-09-23,12448,P003,2,4.65
INV107617,2025-11-03,12376,P010,28,1.88
INV107618,2024-12-15,12446,P010,25,1.86
INV107619,2025-05-06,12339,P012,4,1.72
INV107620,2024-08-09,12122,P002,3,2.97
INV107621,2024-10-01,12190,P004,23,1.73
INV107622,2025-09-13,12169,P015,23,1.65
INV107623,2025-12-31,12206,P008,25,2.89
INV107623,2024-04-14,12332,P011,10,0.87
INV107624,2025-07-02,12724,P001,10,12.22
INV107625,2024-04-22,12424,P003,21,4.44
INV107626,2024-12-31,12247,P005,12,4.91
INV107626,2025-03-18,12771,P009,7,2.89
INV107626,2025-03-17,12400,P011,15,0.83
INV107627,2025-04-09,12543,P010,12,1.91
INV107628,2024-01-03,12538,P008,3,2.92
INV107629,2024-04-28,12716,P014,23,1.89
INV107630,2025-04-16,12217,P007,-18,5.19
INV107631,2024-12-12,12597,P010,10,1.93
INV107632,2025-05-03,12735,P012,17,1.6
INV107633,2025-10-18,12740,P011,26,0.89
INV107634,2025-09-16,12122,P015,28,1.65
INV107635,2025-05-23,12393,P001,27,13.14
INV107636,2025-06-30,12484,P015,7,1.69
INV107637,2025-05-09,12490,P010,28,1.9
INV107638,2025-12-17,12585,P009,15,3.06
INV107639,2025-12-14,12615,P014,20,1.9
INV107640,2025-12-07,12648,P010,25,2.0
INV107641,2025-01-09,12392,P014,29,1.98
INV107642,2025-11-10,12221,P007,12,4.89
INV107643,2024-01-20,12236,P002,29,3.01
INV107644,2024-12-27,12573,P007,13,4.74
INV107645,2024-06-11,12219,P004,6,1.63
INV107646,2025-10-27,12005,P011,15,0.88
INV107647,2024-01-22,12477,P006,-9,0.57
INV107648,2024-10-16,12671,P014,2,1.96
INV107648,2024-01-08,12755,P001,3,12.63
INV107649,2025-04-07,12239,P015,14,1.73
INV107650,2025-04-19,12746,P006,27,0.54
INV107651,2025-12-08,12786,P005,16,5.17
INV107652,2024-04-18,12086,P013,20,0.87
INV107653,2024-07-09,12612,P005,17,5.13
INV107654,2024-07-29,12015,P014,10,1.86
INV107654,2024-08-13,12180,P012,9,1.68
INV107655,2024-03-28,12607,P011,16,0.87
INV107656,2025-09-09,12003,P010,4,1.99
INV107657,2024-03-08,12310,P007,15,4.98
INV107658,2024-05-31,12714,P005,12,5.06
INV107659,2024-05-12,12739,P011,3,0.85
INV107660,2025-10-02,12685,P009,22,3.02
INV107661,2025-03-02,12714,P013,22,0.81
INV107662,2024-11-20,12225,P007,-13,5.17
INV107663,2024-08-23,12757,P002,29,2.94
INV107664,2025-01-14,12130,P014,21,1.96
INV107665,2024-04-10,12026,P006,15,0.57
INV107666,2024-05-12,12717,P013,28,0.88
INV107667,2025-02-28,12488,P001,3,12.34
INV107668,2024-01-09,12528,P003,10,4.83
INV107669,2025-01-01,12087,P002,13,2.94
INV107670,2024-02-11,12071,P006,22,0.57
INV107670,2025-01-12,12404,P004,25,1.61
INV107671,2024-11-16,12667,P001,20,12.34
INV107672,2024-05-18,12669,P005,30,5.03
INV107672,2025-04-25,12065,P010,25,2.0
INV107673,2024-05-08,12075,P002,-22,2.99
INV107674,2024-12-26,12318,P011,30,0.86
INV107675,2025-02-28,12610,P014,21,2.04
INV107676,2025-03-02,12168,P014,18,1.98
INV107677,2024-07-10,12575,P013,-29,0.83
INV107677,2024-07-09,12322,P002,26,2.81
INV107678,2024-05-24,12671,P011,25,0.86
INV107679,2024-06-29,12648,P002,25,3.02
INV107680,2024-07-19,12046,P004,4,1.59
INV107681,2025-02-02,12752,P009,26,3.07
INV107682,2024-06-12,12682,P014,2,1.99
INV107683,2025-03-15,12799,P001,25,12.33
INV107684,2024-01-24,12362,P002,16,2.92
INV107685,2024-09-24,12311,P009,21,3.04
INV107686,2025-12-06,12798,P001,5,12.62
INV107687,2025-02-16,12425,P009,3,2.93
INV107688,2025-09-19,12761,P011,24,0.88
INV107689,2025-05-16,12091,P003,25,4.87
INV107690,2024-10-11,12091,P009,20,2.88
INV107691,2024-08-19,12693,P002,24,3.06
INV107692,2024-08-11,12290,P012,22,1.61
INV107693,2024-02-20,12585,P005,16,5.11
INV107694,2025-07-30,12220,P011,8,0.87
INV107695,2025-12-04,12167,P003,21,4.47
INV107696,2025-10-28,12310,P011,16,0.82
INV107697,2025-04-18,12000,P010,15,1.97
INV107698,2024-03-04,12069,P011,9,0.85
INV107699,2025-12-13,12528,P008,23,2.82
INV107700,2024-10-30,12682,P013,24,0.84
INV107700,2025-06-22,12198,P015,5,1.73
INV107700,2025-10-14,12439,P006,9,0.56
INV107701,2024-01-06,12407,P014,19,1.97
INV107702,2025-09-24,12614,P003,9,4.48
INV107703,2024-03-30,12518,P014,25,1.95
INV107703,2025-12-31,12082,P003,6,4.52
INV107704,2025-06-21,12219,P010,11,1.95
INV107705,2025-12-02,12194,P004,4,1.66
INV107706,2025-06-18,12735,P013,20,0.85
INV107707,2025-06-04,12117,P013,15,0.81
INV107707,2024-05-11,12434,P013,24,0.84
INV107708,2024-02-04,12774,P007,17,4.87
INV107709,2024-03-21,12218,P004,23,1.71
INV107710,2025-09-05,12498,P015,10,1.69
INV107711,2025-06-26,12242,P014,22,1.96
INV107712,2025-06-13,12133,P009,4,3.0
INV107713,2025-11-04,12599,P009,7,3.04
INV107714,2025-10-21,12149,P002,26,3.03
INV107715,2025-10-16,12149,P012,8,1.6
INV107716,2025-06-21,12120,P001,13,12.76
INV107717,2025-08-09,12080,P001,19,12.78
INV107718,2024-04-26,12321,P014,16,1.94
INV107719,2024-03-27,12094,P005,27,4.99
INV107720,2024-02-10,12698,P006,13,0.52
INV107721,2025-03-10,12666,P001,23,12.87
INV107722,2025-07-09,12348,P006,14,0.57
INV107723,2025-03-25,12448,P001,3,13.06
INV107724,2025-02-15,12150,P012,3,1.65
INV107725,2025-08-02,12386,P014,2,1.93
INV107726,2024-03-28,12418,P008,20,2.8
INV107727,2025-08-31,12690,P006,26,0.54
INV107728,2025-02-24,12297,P013,9,0.87
INV107729,2024-05-06,12229,P015,25,1.6
INV107730,2024-02-14,12034,P001,4,12.5
INV107731,2025-06-16,12116,P003,27,4.75
INV107732,2025-12-05,12228,P004,2,1.73
INV107733,2025-02-18,12112,P005,18,4.93
INV107734,2025-11-22,12006,P012,15,1.61
INV107735,2024-09-27,12325,P009,18,2.98
INV107736,2024-06-06,12348,P003,-23,4.71
INV107737,2024-11-30,12020,P003,21,4.8
INV107738,2024-01-09,12206,P005,6,5.02
INV107739,2025-12-16,12306,P015,4,1.63
INV107740,2024-07-18,12262,P007,17,4.97
INV107741,2025-02-23,12657,P011,5,0.87
INV107742,2024-01-31,12144,P002,1,3.03
INV107743,2024-12-16,12000,P004,10,1.65
INV107744,2024-01-30,12100,P007,18,4.87
INV107744,2024-11-04,12100,P004,15,1.69
INV107745,2025-06-20,12379,P003,-4,4.64
INV107746,2024-11-18,12228,P008,23,2.87
INV107747,2025-07-26,12676,P009,1,2.99
INV107747,2024-05-28,12326,P013,19,0.84
INV107748,2024-12-17,12738,P014,3,1.93
INV107748,2025-05-22,12038,P015,26,1.66
INV107749,2025-10-08,12312,P006,10,0.56
INV107750,2025-07-17,12794,P007,5,5.16
INV107750,2025-02-19,12714,P005,9,5.06
INV107751,2024-02-07,12653,P011,16,0.84
INV107752,2025-05-04,12108,P005,13,5.11
INV107753,2025-03-12,12090,P011,3,0.84
INV107753,2025-05-23,12044,P013,18,0.82
INV107754,2025-05-15,12671,P015,20,1.66
INV107755,2024-01-07,12552,P006,22,0.55
INV107756,2024-07-08,12480,P011,7,0.82
INV107757,2024-01-26,12788,P003,14,4.47
INV107758,2025-01-14,12723,P011,22,0.81
INV107759,2024-04-28,12375,P003,2,4.71
INV107760,2024-09-17,12378,P011,1,0.85
INV107761,2024-05-15,12258,P014,12,2.05
INV107762,2024-05-04,12761,P009,19,2.88
INV107763,2024-08-18,12128,P010,14,1.89
INV107764,2025-05-28,12383,P006,30,0.52
INV107765,2025-07-25,12050,P015,9,1.59
INV107766,2024-05-23,12624,P015,17,1.58
INV107767,2024-06-17,12253,P004,20,1.6
INV107768,2024-10-23,12184,P009,29,2.96
INV107769,2024-07-13,12724,P002,19,3.09
INV107770,2025-02-15,12061,P007,14,4.73
INV107770,2025-01-03,12597,P006,20,0.53
INV107771,2025-04-01,12049,P011,4,0.83
INV107771,2024-04-23,12417,P013,30,0.82
INV107772,2025-11-08,12482,P001,15,13.09
INV107773,2025-06-30,12494,P010,27,2.02
INV107774,2025-04-10,12159,P013,2,0.81
INV107775,2025-04-17,12313,P010,10,1.92
INV107776,2024-01-10,12024,P014,12,1.87
INV107776,2025-02-08,12797,P008,12,2.9
INV107777,2025-04-20,12629,P008,28,3.06
INV107778,2025-11-04,12416,P006,24,0.54
INV107779,2025-10-11,12022,P004,18,1.66
INV107780,2025-02-27,12437,P015,12,1.57
INV107781,2024-10-10,12725,P001,20,12.41
INV107782,2024-04-09,12538,P009,17,2.87
INV107783,2025-12-14,12684,P008,16,2.95
INV107783,2024-07-13,12488,P010,6,1.92
INV107784,2024-10-06,12631,P013,22,0.82
INV107785,2024-10-10,12683,P007,24,4.84
INV107786,2025-03-16,12458,P011,20,0.87
INV107787,2025-01-06,12672,P001,6,12.72
INV107788,2025-05-24,12724,P003,12,4.5
INV107789,2024-03-09,12272,P006,20,0.52
INV107790,2025-08-16,12288,P007,7,4.88
INV107791,2024-02-09,12377,P006,18,0.56
INV107792,2025-10-27,12216,P004,26,1.68
INV107793,2024-09-20,12751,P010,21,1.97
INV107794,2024-02-05,12161,P005,20,4.85
INV107795,2024-04-27,12404,P008,26,2.84
INV107796,2024-09-18,12031,P003,18,4.54
INV107797,2025-09-04,12713,P007,2,5.0
INV107798,2025-04-09,12669,P015,17,1.67
INV107799,2024-11-01,12156,P009,28,3.1
INV107800,2025-03-24,12761,P013,25,0.85
INV107801,2025-06-22,12279,P008,1,3.08
INV107802,2024-08-02,12413,P012,26,1.6
INV107803,2025-11-22,12085,P008,29,3.1
INV107804,2024-05-31,12587,P010,16,1.91
INV107805,2024-05-06,12157,P006,10,0.56
INV107806,2024-07-09,12427,P012,21,1.59
INV107807,2024-12-08,12219,P013,21,0.85
INV107808,2025-03-25,12059,P002,8,3.03
INV107809,2025-05-23,12672,P006,9,0.53
INV107810,2025-05-06,12500,P015,-26,1.65
INV107811,2024-08-21,12138,P010,6,1.89
INV107812,2025-08-28,12646,P002,2,2.95
INV107813,2025-08-03,12707,P008,12,2.83
INV107814,2024-10-14,12049,P015,24,1.63
INV107815,2025-11-24,12329,P003,10,4.6
INV107815,2025-12-23,12460,P004,17,1.6
INV107816,2025-08-02,12203,P006,7,0.53
INV107817,2024-01-15,12162,P015,5,1.64
INV107818,2025-07-22,12247,P005,17,5.19
INV107819,2024-04-15,12788,P001,29,13.35
INV107820,2025-02-10,12771,P005,8,4.84
INV107821,2025-03-06,12727,P009,5,3.03
INV107821,2025-02-22,12252,P007,14,4.89
INV107822,2025-01-25,12472,P010,23,1.96
INV107823,2025-12-25,12127,P014,4,1.86
INV107824,2024-06-22,12533,P011,29,0.81
INV107825,2024-07-18,12108,P009,1,3.01
INV107826,2025-11-10,12617,P013,21,0.86
INV107827,2025-07-12,12791,P013,8,0.84
INV107828,2024-12-12,12309,P005,11,4.71
INV107829,2025-03-28,12615,P001,23,13.13
INV107830,2025-07-25,12389,P001,16,12.55
INV107831,2024-01-18,12792,P007,21,4.97
INV107832,2025-06-01,12478,P002,24,3.05
INV107833,2025-08-17,12009,P008,15,2.85
INV107834,2025-09-09,12160,P014,26,2.05
INV107835,2025-07-14,12766,P010,8,1.91
INV107836,2024-02-24,12030,P013,11,0.86
INV107837,2025-03-13,12464,P012,25,1.72
INV107838,2025-09-17,12351,P006,16,0.57
INV107839,2024-01-12,12117,P010,22,1.91
INV107840,2024-09-11,12499,P005,22,5.17
INV107841,2025-10-21,12093,P009,4,3.05
INV107842,2024-09-17,12632,P002,20,2.85
INV107843,2024-05-09,12363,P008,1,3.06
INV107844,2024-10-20,12441,P005,1,4.96
INV107845,2024-06-30,12086,P013,2,0.86
INV107845,2024-10-24,12472,P004,19,1.67
INV107846,2025-10-12,12474,P010,13,1.9
INV107847,2024-10-19,12033,P004,24,1.71
INV107848,2025-06-18,12332,P004,9,1.71
INV107849,2025-01-16,12492,P010,1,2.01
INV107850,2024-09-12,12111,P014,3,1.95
INV107851,2024-07-10,12464,P005,12,4.86
INV107852,2024-12-12,12229,P003,28,4.42
INV107852,2025-12-26,12063,P011,18,0.89
INV107853,2025-07-11,12587,P011,11,0.83
INV107854,2024-01-16,12789,P011,8,0.85
INV107855,2024-04-18,12230,P012,10,1.62
INV107856,2025-06-21,12518,P006,4,0.53
INV107857,2025-06-12,12077,P014,25,1.97
INV107858,2025-07-07,12432,P015,18,1.65
INV107859,2025-04-28,12585,P014,8,1.97
INV107860,2025-03-18,12506,P011,4,0.88
INV107861,2025-11-22,12290,P007,16,4.75
INV107862,2024-04-16,12121,P003,21,4.87
INV107862,2025-01-31,12539,P001,7,13.31
INV107863,2025-09-23,12548,P005,16,4.96
INV107864,2025-06-08,12395,P003,28,4.74
INV107865,2024-08-22,12666,P001,15,13.03
INV107866,2025-05-25,12212,P007,25,4.77
INV107867,2025-02-05,12314,P003,-2,4.69
INV107868,2024-04-11,12327,P001,13,12.38
INV107869,2025-08-14,12639,P004,23,1.6
INV107870,2024-01-26,12334,P003,14,4.65
INV107871,2025-09-27,12378,P001,11,12.7
INV107872,2025-08-01,12681,P012,1,1.57
INV107873,2025-08-15,12153,P010,29,2.03
INV107873,2024-03-11,12145,P002,11,3.08
INV107874,2025-05-24,12244,P008,13,3.02
INV107875,2025-05-03,12049,P011,15,0.88
INV107876,2024-12-21,12433,P013,8,0.89
INV107877,2025-08-15,12287,P009,25,2.94
INV107877,2025-01-13,12506,P011,14,0.81
INV107878,2025-09-29,12381,P007,16,4.81
INV107879,2024-09-09,12309,P010,25,1.87
INV107880,2024-01-20,12426,P004,26,1.72
INV107881,2025-04-25,12343,P006,13,0.55
INV107882,2024-10-12,12201,P006,3,0.56
INV107883,2025-05-19,12311,P004,2,1.64
INV107884,2024-08-20,12084,P003,14,4.53
INV107885,2024-09-26,12084,P008,19,2.82
INV107886,2024-08-04,12140,P011,4,0.83
INV107887,2025-12-10,12038,P013,20,0.81
INV107888,2025-11-14,12593,P002,30,3.06
INV107889,2024-11-12,12148,P011,29,0.88
INV107890,2025-06-20,12224,P009,18,2.9
INV107890,2024-12-09,12110,P007,12,5.12
INV107890,2024-11-04,12293,P014,22,2.03
INV107891,2025-11-09,12670,P011,17,0.89
INV107892,2025-02-08,12722,P015,23,1.64
INV107893,2025-06-25,12055,P008,10,2.8
INV107894,2025-07-18,12533,P011,10,0.88
INV107895,2025-02-15,12548,P009,20,3.09
INV107896,2024-08-02,12575,P012,5,1.69
INV107896,2025-04-19,12032,P010,11,2.03
INV107897,2024-04-26,12247,P014,17,1.96
INV107898,2025-11-20,12640,P009,13,2.97
INV107899,2024-06-13,12410,P004,12,1.68
INV107899,2025-12-22,12788,P012,22,1.61
INV107900,2025-07-19,12402,P011,21,0.87
INV107901,2024-12-09,12453,P010,18,1.87
INV107902,2024-05-17,12446,P007,19,5.05
INV107903,2025-04-02,12027,P010,18,2.02
INV107904,2025-02-09,12411,P004,9,1.6
INV107905,2025-01-31,12013,P014,6,1.88
INV107905,2025-03-30,12446,P001,24,12.46
INV107906,2025-11-06,12458,P009,21,2.92
INV107907,2025-12-22,12693,P009,15,2.93
INV107908,2025-07-04,12147,P014,17,1.92
INV107909,2024-11-21,12602,P011,13,0.84
INV107910,2024-05-19,12039,P006,9,0.56
INV107911,2025-11-02,12216,P015,15,1.59
INV107912,2025-12-29,12053,P010,13,1.94
INV107913,2024-08-13,12208,P010,24,1.94
INV107914,2024-07-12,12675,P001,19,12.78
INV107915,2024-06-20,12263,P002,26,3.07
INV107916,2024-11-07,12143,P012,19,1.57
INV107917,2024-03-21,12582,P007,9,5.06
INV107918,2025-09-14,12582,P008,10,2.85
INV107919,2024-08-27,12341,P002,9,2.98
INV107920,2024-12-29,12481,P005,29,5.06
INV107921,2024-11-17,12758,P009,11,3.05
INV107922,2024-02-08,12695,P011,30,0.81
INV107923,2025-08-22,12490,P008,7,2.85
INV107923,2025-07-05,12021,P008,8,2.97
INV107924,2024-11-05,12233,P013,21,0.81
INV107925,2025-03-05,12318,P014,1,1.88
INV107926,2025-01-20,12405,P007,23,4.98
INV107927,2025-04-19,12619,P013,26,0.85
INV107927,2025-07-29,12310,P005,19,5.12
INV107928,2025-08-18,12172,P004,6,1.66
INV107929,2024-11-12,12424,P005,15,4.77
INV107930,2024-12-06,12599,P014,8,1.92
INV107930,2024-02-21,12069,P008,28,3.09
INV107930,2024-03-28,12070,P008,28,3.07
INV107931,2024-05-05,12783,P014,26,2.0
INV107932,2025-12-31,12026,P008,18,2.98
INV107933,2025-04-17,12349,P006,29,0.55
INV107934,2024-01-20,12267,P002,16,2.89
INV107935,2024-08-19,12598,P002,6,3.05
INV107936,2024-09-14,12364,P003,10,4.71
INV107936,2024-07-29,12688,P005,17,5.17
INV107937,2024-08-12,12060,P014,17,1.98
INV107937,2024-03-29,12182,P010,19,1.85
INV107938,2025-04-02,12724,P011,4,0.88
INV107939,2025-10-15,12360,P002,16,2.9
INV107940,2024-06-21,12204,P009,4,2.81
INV107941,2025-08-03,12056,P001,16,12.18
INV107942,2024-05-16,12222,P006,23,0.55
INV107943,2024-12-24,12267,P008,1,3.06
INV107944,2024-02-07,12195,P006,17,0.55
INV107945,2025-05-19,12407,P005,19,5.11
INV107946,2025-07-11,12334,P015,2,1.59
INV107947,2025-08-10,12341,P002,1,3.09
INV107948,2025-05-11,12366,P002,2,2.82
INV107949,2025-02-14,12542,P007,13,4.93
INV107949,2024-01-15,12325,P005,3,4.8
INV107950,2024-12-11,12541,P012,12,1.62
INV107950,2025-04-09,12439,P002,30,2.88
INV107951,2024-02-04,12337,P015,19,1.73
INV107952,2024-01-04,12328,P014,19,2.0
INV107952,2024-12-23,12003,P014,15,2.0
INV107953,2024-04-20,12597,P008,28,3.06
INV107954,2024-08-03,12466,P014,1,1.92
INV107955,2025-07-29,12495,P004,11,1.58
INV107955,2025-04-15,12110,P007,28,5.05
INV107955,2025-10-14,12164,P008,24,2.97
INV107955,2024-05-10,12424,P006,23,0.56
INV107956,2024-02-04,12137,P006,25,0.53
INV107957,2025-06-08,12005,P010,7,2.01
INV107958,2025-12-03,12281,P002,30,2.84
INV107959,2024-08-06,12027,P002,3,2.83
INV107960,2025-10-07,12487,P004,8,1.61
INV107961,2025-06-05,12657,P013,8,0.83
INV107962,2025-04-15,12442,P014,5,1.98
INV107963,2025-12-29,12611,P001,7,12.99
INV107964,2024-08-17,12035,P008,25,3.1
INV107965,2025-01-22,12094,P009,4,3.07
INV107966,2025-10-14,12220,P011,24,0.89
INV107966,2025-09-14,12653,P001,-30,12.37
INV107967,2024-11-28,12638,P006,14,0.56
INV107968,2024-10-24,12195,P004,21,1.64
INV107969,2025-05-23,12083,P003,6,4.72
INV107970,2025-05-08,12262,P005,18,5.19
INV107971,2024-08-28,12606,P007,6,4.92
INV107972,2025-12-09,12095,P004,21,1.66
INV107973,2024-05-21,12596,P011,10,0.82
INV107974,2024-07-03,12038,P014,1,2.03
INV107975,2024-01-24,12022,P011,20,0.89
INV107976,2024-12-17,12780,P012,29,1.64
INV107977,2025-02-20,12597,P010,-26,1.89
INV107978,2024-03-10,12661,P012,1,1.58
INV107979,2024-07-23,12646,P015,21,1.6
INV107980,2024-02-26,12329,P009,19,2.95
INV107981,2024-06-24,12428,P012,20,1.71
INV107982,2025-06-18,12697,P007,21,4.78
INV107983,2025-09-08,12469,P013,13,0.86
INV107984,2024-06-26,12680,P002,24,2.93
INV107985,2025-05-09,12715,P001,20,12.21
INV107985,2024-10-30,12409,P003,14,4.8
INV107985,2025-02-02,12204,P012,2,1.61
INV107986,2025-02-02,12682,P001,8,12.69
INV107987,2024-11-04,12530,P012,2,1.61
INV107988,2024-07-31,12341,P007,21,5.14
INV107989,2024-11-08,12266,P007,16,4.99
INV107990,2025-09-26,12276,P001,8,12.92
INV107991,2025-08-05,12651,P004,30,1.66
INV107992,2025-04-13,12637,P009,19,2.96
INV107993,2025-02-26,12259,P004,4,1.7
INV107994,2024-06-21,12695,P004,27,1.69
INV107994,2025-08-27,12540,P007,24,5.19
INV107995,2024-02-17,12626,P014,8,1.95
INV107995,2025-08-25,12782,P007,8,5.13
INV107995,2025-06-08,12658,P014,2,1.98
INV107996,2024-06-22,12322,P012,30,1.61
INV107997,2025-02-11,12108,P003,29,4.66
INV107998,2025-09-27,12168,P007,13,4.71
INV107999,2025-01-06,12755,P002,21,2.91
INV108000,2024-08-04,12334,P014,22,1.87
INV108001,2024-09-18,12075,P015,17,1.58
INV108002,2024-04-19,12123,P014,28,1.95
INV108003,2025-04-20,12404,P003,21,4.69
INV108004,2024-07-31,12313,P002,-13,3.03
INV108005,2024-01-19,12243,P010,11,2.01
INV108006,2024-10-08,12581,P013,12,0.85
INV108007,2024-04-03,12255,P006,26,0.56
INV108008,2024-09-13,12413,P014,15,1.99
INV108009,2025-02-13,12577,P014,28,1.87
INV108010,2024-09-22,12036,P014,14,2.03
INV108011,2024-01-12,12087,P002,-15,3.09
INV108012,2024-08-20,12269,P015,14,1.65
INV108013,2024-05-17,12650,P010,30,1.93
INV108014,2024-04-21,12171,P014,-12,2.04
INV108015,2025-01-23,12181,P010,10,2.03
INV108016,2025-07-03,12052,P012,17,1.73
INV108016,2024-02-05,12676,P010,1,2.01
INV108017,2025-12-20,12348,P011,15,0.89
INV108018,2025-02-02,12474,P001,30,12.86
INV108019,2025-10-24,12361,P002,9,2.95
INV108020,2024-09-10,12742,P003,15,4.86
INV108021,2025-03-09,12660,P013,3,0.81
INV108022,2025-09-12,12769,P007,23,4.83
INV108023,2024-10-26,12174,P012,20,1.7
INV108024,2024-04-13,12331,P008,24,2.83
INV108025,2025-04-21,12317,P009,29,2.82
INV108026,2025-08-18,12058,P014,21,2.0
INV108027,2024-02-09,12000,P003,8,4.75
INV108028,2024-10-11,12565,P008,26,2.84
INV108029,2025-09-06,12603,P014,27,1.99
INV108030,2024-06-19,12659,P010,2,1.92
INV108031,2025-06-25,12481,P007,28,4.77
INV108032,2024-11-06,12352,P008,1,2.87
INV108033,2025-06-25,12454,P006,5,0.55
INV108034,2024-06-13,12619,P001,19,13.3
INV108034,2025-11-18,12282,P012,7,1.68
INV108035,2025-07-07,12179,P008,21,2.9
INV108036,2024-06-16,12314,P005,6,4.95
INV108037,2025-01-10,12787,P004,4,1.69
INV108038,2025-10-30,12646,P001,4,12.83
INV108039,2024-05-07,12240,P010,17,1.85
INV108040,2024-10-26,12707,P013,22,0.84
INV108041,2025-02-08,12424,P009,10,2.96
INV108042,2025-11-22,12458,P004,2,1.72
INV108043,2025-05-29,12445,P007,28,4.97
INV108044,2025-05-05,12673,P002,26,3.04
INV108045,2025-04-10,12694,P014,16,1.91
INV108046,2024-02-25,12179,P007,-1,4.93
INV108047,2025-06-14,12264,P005,10,4.87
INV108048,2024-06-13,12677,P013,8,0.82
INV108049,2024-04-14,12415,P013,30,0.81
INV108050,2024-09-09,12444,P005,5,5.19
INV108051,2024-05-16,12727,P009,28,2.83
INV108052,2025-05-24,12270,P003,26,4.86
INV108053,2024-01-18,12792,P014,25,1.89
INV108054,2024-12-12,12648,P009,1,3.04
INV108055,2025-01-26,12216,P014,4,1.89
INV108055,2024-06-07,12445,P012,22,1.63
INV108056,2024-04-11,12028,P004,22,1.57
INV108057,2024-06-29,12494,P009,14,3.05
INV108058,2025-01-25,12557,P004,30,1.71
INV108059,2025-06-01,12448,P003,3,4.48
INV108060,2024-01-07,12223,P015,22,1.57
INV108061,2024-11-24,12311,P009,19,2.84
INV108062,2024-10-10,12401,P014,4,2.04
INV108063,2025-06-20,12464,P003,14,4.52
INV108064,2025-06-01,12150,P005,17,4.96
INV108065,2025-04-14,12612,P002,5,3.02
INV108066,2024-10-13,12750,P011,2,0.82
INV108067,2025-03-06,12738,P004,9,1.67
INV108068,2025-01-19,12723,P008,21,3.04
INV108069,2024-11-15,12349,P005,21,5.09
INV108070,2024-02-23,12205,P004,2,1.58
INV108071,2024-08-15,12378,P001,11,12.97
INV108072,2024-04-03,12419,P011,18,0.82
INV108073,2024-12-01,12322,P003,24,4.45
INV108074,2024-07-04,12215,P004,11,1.59
INV108075,2024-12-20,12566,P008,3,3.01
INV108076,2024-06-25,12119,P008,11,2.99
INV108077,2025-02-10,12249,P002,21,2.81
INV108078,2024-06-15,12700,P011,21,0.86
INV108079,2024-01-20,12641,P009,20,3.01
INV108080,2025-06-02,12748,P013,10,0.87
INV108081,2025-05-27,12439,P008,24,2.91
INV108082,2025-01-21,12467,P004,22,1.66
INV108083,2024-12-12,12308,P001,7,13.07
INV108084,2024-07-15,12044,P001,3,13.09
INV108085,2025-06-18,12516,P003,28,4.82
INV108086,2025-03-31,12705,P001,10,12.61
INV108087,2024-04-21,12534,P005,25,5.09
INV108088,2025-05-18,12687,P003,16,4.44
INV108089,2024-03-25,12003,P015,26,1.67
INV108090,2024-03-15,12624,P011,23,0.85
INV108091,2024-11-02,12768,P006,10,0.58
INV108092,2025-06-01,12036,P010,23,2.04
